date,xexpand_kappa,xexpand_kappa_se,xexpand_theta,xexpand_theta_se,xexpand_sigma,xexpand_sigma_se,xroll_kappa,xroll_kappa_se,xroll_theta,xroll_theta_se,xroll_sigma,xroll_sigma_se
2009-12-14,0.0803947220534536,0.0067559991997388424,0.69064006388098296,0.0567256379148306,0.08348734276767232,0.00028721624553686988,0.0653412695245638,0.017516524600079662,0.66520254088018608,0.1725594060328279,0.09333150608680952,0.00084503414794352192
2009-12-15,0.080413810900121792,0.0067559982904162048,0.69061652559808392,0.056716160241118568,0.083486687170694368,0.00028714915025513564,0.065176567647872304,0.017540603911788324,0.66678970218241792,0.17326379524016488,0.093355776779683648,0.0008444977300600496
2009-12-16,0.080365433671100496,0.0067554375944569592,0.690772504268194,0.056748013383761984,0.083484613470603408,0.00028708882790774248,0.0648195277965638,0.017543962228249208,0.67330992382577304,0.1744938711570067,0.09336769403921088,0.00084422437917214432
2009-12-17,0.0805021841651088,0.0067533923402230176,0.69046387406364096,0.056633894808146632,0.083484252664319648,0.00028702127311934184,0.065328802686493704,0.01749430703302397,0.669875583701076,0.17269572122958806,0.093387606894694848,0.0008439134442279872
2009-12-18,0.080500410858033696,0.0067537435650998152,0.69056205144637192,0.056640332241806432,0.08348479400887432,0.00028695403412565904,0.065198407609597592,0.017445889130313152,0.665115072741854,0.1723036680085079,0.09341580714889792,0.00084337282820059248
2009-12-21,0.0804581744518736,0.0067533829136538336,0.69072960703941896,0.056668536282392112,0.083483841331598672,0.00028688789815495864,0.064822290690972008,0.01747323126591016,0.669494307865846,0.1735981336853209,0.093432804870768672,0.00084300195949922368
2009-12-22,0.080374939309272288,0.0067529468303842736,0.69088399930118704,0.05672302124685016,0.083482371408038528,0.00028682397854575204,0.064470364904443992,0.017494543451860588,0.67478578129604304,0.1747898875869665,0.093442384410960192,0.00084278932395030288
2009-12-23,0.080375078748471488,0.0067504410724806096,0.69091413299467696,0.056708675005598872,0.083481358088624736,0.00028675811379486,0.0648195990764914,0.017496303436771222,0.678533707227572,0.17432111630283992,0.09344965829465936,0.00084265363902157392
2009-12-24,0.080328620288806592,0.0067493805531313944,0.69100147753579696,0.056737344672936208,0.0834793692494648,0.00028669738857662004,0.064200170158345296,0.017452515727618596,0.67629452561911992,0.17550149860047098,0.093457757344624336,0.00084246147942650416
2009-12-28,0.0803623124733256,0.006746520448266492,0.69097305648159504,0.056698447866589608,0.08347723018601224,0.00028663777677981484,0.064839478724008496,0.01745552768110414,0.68145076221133008,0.17436153275692388,0.093462935663210144,0.00084235000710300864
2009-12-29,0.080351806278697296,0.0067446961954968296,0.69100519655439096,0.056696868225655424,0.083474594310807392,0.000286582335511189,0.0646204026595614,0.017435648420226226,0.67988186548972296,0.17502689262491652,0.0934669545581844,0.00084225889211864768
2009-12-30,0.080327437299354896,0.0067429977378539472,0.69105788705584904,0.0567059243254244,0.083471324177309408,0.00028653346229298824,0.064386314003466104,0.017420191490193168,0.67868004035492704,0.17572245015192492,0.09347132008480472,0.00084214632431051968
2009-12-31,0.0804949768868812,0.0067418269229095672,0.69074706394372,0.056576250727111656,0.083468835280511056,0.00028647676720556816,0.064818830887361096,0.017367030175740508,0.67421586598433304,0.1739492533187576,0.093487359813213616,0.0008417465734994448
2010-01-04,0.080440202638185392,0.006742168901943936,0.691022146545916,0.056617273206341872,0.083466498344715872,0.00028641882332970556,0.064434852516066304,0.017358959358078646,0.67499575472251608,0.17478011512081936,0.093506058170106656,0.00084117975074509184
2010-01-05,0.080369243181619392,0.0067415974422478704,0.69115863724317392,0.05666281373264024,0.083464922742493248,0.00028635570983452276,0.064420235979483696,0.017349816764436698,0.67294511511789304,0.17450684676346918,0.09352986746580256,0.00084041639354691232
2010-01-06,0.0803255185764052,0.0067397344378047864,0.691241111677154,0.056682805052551344,0.083463141297095456,0.00028629383488184804,0.063884907699048792,0.01733863824077353,0.67705338571680896,0.17602277592532392,0.093544923883504064,0.00083999246538629088
2010-01-07,0.080289573583730592,0.0067373719928413288,0.69130846434231096,0.05669498068631144,0.083460727807267856,0.0002862366230540558,0.063707113393812896,0.017305766232956786,0.67640520195405696,0.1762600666450544,0.093557372685388336,0.00083962446499383552
2010-01-08,0.080127276027329904,0.0067385927926385456,0.69149713068157504,0.056812186499945048,0.083456970868398016,0.00028619392553312576,0.062834369582967992,0.017314371596711166,0.679100383070246,0.17874328682648904,0.093562522098210736,0.0008394530038140688
2010-01-11,0.079973113186013392,0.0067384575839475976,0.69163785630296104,0.05691540864954076,0.083453664837771232,0.00028614569272406196,0.062140953582558504,0.017298218581823402,0.67918951175769608,0.1804507612771686,0.09357236280128232,0.00083909831344762288
2010-01-12,0.080123485740153504,0.0067286638423979656,0.69152226745783,0.056746457515036688,0.083451223668882336,0.00028608880340143472,0.0627367143842108,0.017189825261938518,0.67854823165293296,0.17809736050061448,0.093583737053207536,0.00083874138090792176
2010-01-13,0.0800347496088264,0.0067263296905768816,0.69163139993208696,0.056792693074435728,0.083448438596543568,0.00028603508715801564,0.0623556665595046,0.017160991314785452,0.678392654079482,0.17893545067691838,0.093597345839319552,0.00083827200197661904
2010-01-14,0.079961443113849296,0.0067226273799262472,0.691719520918734,0.056819845619776664,0.08344521379245296,0.00028598602233187572,0.0622060760491422,0.01713442799741961,0.67763288224364008,0.17910773967110386,0.093612549976299088,0.0008376980539979416
2010-01-15,0.079996429567587104,0.0067156832230406296,0.69169599869384304,0.056750731590990672,0.083441874454311984,0.00028593830261587648,0.061973805400164496,0.017082406038283558,0.68544822097611,0.1797988618159197,0.093616582628243504,0.00083757702416624048
2010-01-19,0.079909877112114096,0.0067127534863874848,0.69180376506404696,0.056792493476142704,0.08343787068863184,0.00028589914594980496,0.0616059216848444,0.017038117834010668,0.685065729900862,0.18051475229269288,0.093607472574896896,0.00083780830360717552
2010-01-20,0.080145464804687904,0.0067092368421513544,0.691535928740758,0.056602675970838048,0.083434613351265904,0.00028585053797237004,0.0625775752870172,0.016991626151140526,0.684164885035448,0.17752587558626962,0.093603810194063456,0.00083788885117624256
2010-01-21,0.080389077566067104,0.0067226103070485552,0.69095907140627,0.056509016701553384,0.083435301521068144,0.00028578422606382156,0.063314487382548608,0.017007998004457494,0.67734561623162904,0.17486479089730892,0.09362907286073496,0.00083760935466150976
2010-01-22,0.080286658630388592,0.0067244001494097952,0.69070330327091704,0.056580593905966952,0.0834477870921052,0.00028598979071482588,0.062891166454217104,0.0170284553910473,0.672583769360508,0.17612421701185462,0.093718453729218176,0.00083937330748593424
2010-01-25,0.080323763033330992,0.0067230310349223528,0.690742474882762,0.056544823456576544,0.083461534990866352,0.00028625297549042528,0.063175356269231096,0.017010362474128374,0.67154319899531304,0.17487705947324866,0.09381006193763888,0.00084117249496691696
2010-01-26,0.080341614565555296,0.0067218684217783872,0.690759121391854,0.056522497519874752,0.083472595007657424,0.00028639942236973712,0.063406562871174896,0.017014719018242766,0.67015332161522504,0.17398795012568168,0.093892169341321952,0.0008419477943163272
2010-01-27,0.080376849977992608,0.0067213765444601968,0.69081612656730696,0.056494174816900088,0.083480559076742352,0.00028644295136294168,0.063259396534868296,0.017026681670154476,0.67327082666625008,0.17448539158537732,0.093956227523918624,0.00084207500745263344
2010-01-28,0.080365880799208704,0.0067209148488719192,0.69076641418611296,0.056495352044338896,0.083487885279543072,0.00028646944657164188,0.063198550425752608,0.017006985595153272,0.67162214656389496,0.17429228555742002,0.094017925561788608,0.00084213669660933008
2010-01-29,0.080338923443180192,0.0067199803005818688,0.69068951124299608,0.05650230277514488,0.083494805395003936,0.0002864858459172954,0.063051311284712408,0.017003085029955696,0.670325331154216,0.17451824847899038,0.09408382390012624,0.00084201114404055856
2010-02-01,0.080405223639424208,0.0067200302011501872,0.69081510191277992,0.056456408019975608,0.083498908982780992,0.00028644806170824816,0.063366376229716592,0.016999236164680346,0.67106214483323104,0.17382142434022788,0.094134531887573168,0.00084147689262984512
2010-02-02,0.0804338623517976,0.0067205253719816688,0.690904843905186,0.056440511502052784,0.083501656334976656,0.00028639408493229172,0.063525553216353904,0.016994331978481388,0.67026439367090896,0.17373724026684004,0.094174151984511152,0.00084097956273600176
2010-02-03,0.080439460622401808,0.0067209173473122656,0.69089147573477208,0.056437689992276088,0.083503870555133184,0.00028633552005779948,0.063625675061384808,0.017029094439092188,0.66747917952848904,0.17445298207280544,0.094206005578645392,0.00084066453432365952
2010-02-04,0.080354465042276592,0.0067173648348293296,0.69051013284512496,0.056476248158054768,0.083508839228586048,0.00028631153989977584,0.062640824606347208,0.017061967434562086,0.67023580502172296,0.17565016957647168,0.094264698193879024,0.00084035241738047344
2010-02-05,0.080341561478099808,0.0067165009625988424,0.69048021604417,0.056474225866567352,0.08351837275598952,0.00028640318010601016,0.0628850499921484,0.017031960982061438,0.66887542915170496,0.17442530518826064,0.094335906282362048,0.00084099755847543648
2010-02-08,0.0803138929226396,0.006715164156920508,0.69042666193609904,0.056477090746171568,0.083526717002377552,0.00028645765478410932,0.063245629703090096,0.017014963287653448,0.667864092958922,0.17343406801316786,0.094404937639321168,0.0008413230655618712
2010-02-09,0.0803132854012868,0.006713557045479188,0.690413317401248,0.056458154141757384,0.083533290373308848,0.00028646600415058188,0.063398097942401696,0.017085880798260854,0.66929860883848,0.17389030441397708,0.094468810969896848,0.00084122107693621184
2010-02-10,0.080315518331408896,0.0067124177241187824,0.69040345211085,0.056440698136477376,0.083538165212401584,0.00028644042432877772,0.0637549719380328,0.017161420204728092,0.66816121132167208,0.17361921339598898,0.094524285469519056,0.00084087935864268752
2010-02-11,0.0803611909379816,0.00671176320650896,0.69047570854403896,0.056398062543418184,0.08354085326039936,0.00028638599693685784,0.064049677627520104,0.017275600484505348,0.668957323160534,0.17373255565640292,0.09456917527347496,0.00084022481452106032
2010-02-12,0.080403418309877696,0.0067120368209800648,0.69057119233708296,0.056367506002723352,0.083541924495844,0.00028632098650177552,0.064261177447208608,0.017411890290017746,0.67035512027266,0.17426291026026714,0.094605482890696176,0.0008394452390937576
2010-02-16,0.080418413917100304,0.0067123500810483384,0.69061174831066992,0.056354967751470832,0.083542146815753296,0.000286254089329826,0.0643094903312076,0.017553962208929034,0.67186262172207704,0.17535147112724098,0.09463417336109776,0.00083876969088602976
2010-02-17,0.080432611797470704,0.006713045754614704,0.69066776004070392,0.05634705924950516,0.08354130671782248,0.0002861883701832884,0.064355193217613904,0.017704392583847254,0.673951960609806,0.1766658597497324,0.094652000609118624,0.00083832621825463808
2010-02-18,0.080447306735970912,0.0067135801440149304,0.69083451922205496,0.056343294842410648,0.083539112660987568,0.0002861298612031214,0.065019709198296496,0.01707997183201157,0.67429179904843096,0.16957508180269686,0.094605179391549952,0.00083783121073576304
2010-02-19,0.080438196973821504,0.0067139206401080184,0.690950044490762,0.056352938262631856,0.083536584769526672,0.00028607413842127428,0.063901961020343704,0.017091275940895992,0.67314117544542592,0.17220718048826474,0.094531841008016912,0.0008361204425726952
2010-02-22,0.080437550434309808,0.0067141256932149848,0.69098642166613496,0.056355199086374192,0.083533791654803328,0.00028602091353120756,0.064255926655411104,0.017157246071316498,0.674202194157526,0.17203888138963452,0.094462318070567184,0.000834804896014384
2010-02-23,0.080491973469539104,0.0067128640862011928,0.69073150566358,0.056309188920961,0.083531578802667904,0.00028596264034260996,0.065657609661419992,0.0172352759239526,0.67505760677536496,0.17062005979813822,0.094370989648855808,0.00083127217232849536
2010-02-24,0.080500848083450896,0.0067132106008369656,0.69090092540526304,0.056308174270268776,0.083529386208153568,0.00028590424205277292,0.066230253426430104,0.017509905702461974,0.67760822595783496,0.17333125394432452,0.094272334516907824,0.00082729478988361888
2010-02-25,0.080502103272484992,0.006713706490688132,0.690945698949624,0.056312291507460224,0.083527220180336816,0.0002858456721761772,0.064671109110773704,0.017347600608560572,0.67534831299600592,0.17474176211238804,0.09423040939103728,0.00082703552064910256
2010-02-26,0.080481998486894208,0.0067139314590653424,0.6910738075821,0.056330333139313608,0.08352407531600032,0.00028579622815306984,0.064646323164578608,0.017369552548385666,0.67618537299511504,0.17462890253134738,0.09419798650911072,0.000827233996038912
2010-03-01,0.080464708639889088,0.0067136394184041728,0.69115111782857296,0.05634239378784524,0.083520638006252832,0.00028575018246597412,0.064433524426261392,0.017401042390344714,0.67611302631679408,0.17516819189498784,0.09417893716575264,0.00082755455721291504
2010-03-02,0.080441897656647808,0.0067132129915502896,0.69123063913039592,0.056357888491935264,0.083516689286456768,0.000285710776843194,0.064310952787549296,0.01748590866946029,0.67666431019434704,0.17636269281020444,0.09416130864484832,0.0008279324730551272
2010-03-03,0.080412305976587296,0.0067126591265275328,0.69131538723550104,0.056377903740275176,0.0835122841858976,0.00028567807257877916,0.064093232249424992,0.017589089646776246,0.67758536696845392,0.17806402488813456,0.094143439670833072,0.000828371751936572
2010-03-04,0.080387328281105488,0.006711591980035524,0.69138082268548192,0.056391354501548056,0.083507556494928992,0.00028565055234429008,0.067476450649443504,0.017338692318155098,0.68715695546589096,0.16806375074870372,0.09409567160139488,0.00082873306388965424
2010-03-05,0.080205998964476992,0.0067126113172778296,0.69173337087012496,0.056520411910938464,0.08350161225074504,0.00028564578440205052,0.066002271326595,0.017494434658068606,0.68940986958150992,0.17352896722271916,0.094015160313217296,0.00082841861479275184
2010-03-08,0.080237701315516304,0.0067079852765952704,0.69172407716423,0.056471452276925984,0.08349840915071296,0.00028559713967964064,0.065611619546392496,0.017533343695962222,0.68767924369769896,0.1752417883162788,0.093956475158901536,0.00082818656998772752
2010-03-09,0.080227326459777296,0.0067047944263401664,0.691760320290702,0.056460413730581856,0.083494839526995664,0.00028555287150910984,0.0660902060102794,0.017701696097852236,0.68913646670991,0.17646386001363896,0.093898396119459312,0.00082803987846916368
2010-03-10,0.080301455599582192,0.0067012901516616832,0.69165819069655496,0.056389266140687352,0.083491302030414736,0.00028550823276384916,0.065204535711466296,0.017523516323245056,0.68516504575001304,0.17686297595949952,0.093860570050161968,0.0008283474938058176
2010-03-11,0.080233509655877504,0.006700519323035292,0.69180696622479,0.056432979385164488,0.083487216865362992,0.0002854709353852458,0.063967693715993504,0.017431346226976772,0.68271280259375,0.17911437445803718,0.093834434658933248,0.00082883723794926832
2010-03-12,0.080139531641865888,0.0066998049910090896,0.691962949322482,0.056494371926605064,0.083482790312717744,0.00028543875610654284,0.0625878945985172,0.017254448694713796,0.675759430057544,0.18106691611045356,0.093814844632847104,0.0008293353785183552
2010-03-15,0.0801829441243884,0.006695189072870668,0.69191699215906296,0.056436877655898872,0.083478829060585488,0.0002853997662474748,0.062643484787014496,0.01718999778059924,0.67838409615246896,0.180349091034306,0.093793264449518848,0.00082978849259497056
2010-03-16,0.080117383274409392,0.0066933897437442848,0.69203161400698696,0.05647262986538144,0.083474325774039248,0.00028536884365927688,0.062554069994642496,0.017208151580355456,0.68054188026789296,0.1811131865883298,0.093768117099404656,0.00083034058232625728
2010-03-17,0.079953691401576,0.006695565737994036,0.69226464985531496,0.056598223548445128,0.083469041463052432,0.00028535134253650344,0.0620220328151676,0.017247540310345804,0.684527234940966,0.18295935889083616,0.093749502222261712,0.00083092514241071664
2010-03-18,0.079830261448365088,0.0066941534935466128,0.692402077068614,0.056674190549159848,0.083464492875343392,0.0002853211867751144,0.061677233237415096,0.017255343507147338,0.687189443845968,0.18418066779882752,0.09373231894240288,0.0008314382718727376
2010-03-19,0.0798638471699468,0.0066862296280818336,0.69238505034289496,0.056600170711025976,0.083460199574206208,0.00028528710130031992,0.0640683196654762,0.017108170698527432,0.698769632852266,0.1765829396246301,0.09369603804418848,0.00083203558000603152
2010-03-22,0.079786369481673696,0.0066826642778542136,0.692481167058836,0.056632017337590368,0.083455449328905504,0.00028526028635236648,0.064550961682259792,0.017337386819416736,0.70219945151565496,0.17998450570489424,0.093656816930278816,0.00083268299202347936
2010-03-23,0.079606848176286608,0.0066851328012437728,0.69267788637100704,0.056772375592540624,0.083449965451506624,0.0002852466577783724,0.0629250517591594,0.017315189805391428,0.70141086572579,0.18397222331098868,0.093620483297272816,0.0008335107588705232
2010-03-24,0.079965987107558304,0.0066785551860503392,0.692324350849852,0.056474967159097416,0.083446143383946304,0.00028520594012416392,0.064118437361816704,0.017265361691757936,0.69666117943084808,0.18047390387855108,0.093598015365606448,0.00083397013796023984
2010-03-25,0.080048381708219504,0.0066758429132790784,0.69219612075044904,0.056402110113422024,0.083444382184630064,0.00028514507536769704,0.063629075872017104,0.01712464424213303,0.69317878203184104,0.17976817842888474,0.093597810333572048,0.00083397438644290272
2010-03-26,0.079994337260371504,0.0066755679858619496,0.69234311271120896,0.0564397658143646,0.08344194203847184,0.00028508924417497992,0.063030193559726,0.017100485639524574,0.692038722475298,0.1811032063964816,0.093597153326176096,0.00083399046172970656
2010-03-29,0.079955748501322608,0.0066733081155158896,0.69242496908665896,0.056453126168799712,0.08343933026378088,0.00028503496436471468,0.062755206836852,0.017079529163802276,0.69163808383536096,0.18188430624052612,0.093595201402398848,0.00083403938578127776
2010-03-30,0.079868011682757008,0.0066725653690316136,0.69256981139607696,0.056510129499864904,0.08343584124891696,0.00028499010453707516,0.062262127777516104,0.017072608670560066,0.69183679846850896,0.183256017155725,0.093589236464978032,0.00083420617999190688
2010-03-31,0.079910016117228512,0.0066678531564264752,0.69252612890504392,0.056452240626981232,0.083432759227852368,0.00028494058105051176,0.062299742291421104,0.017001139593927794,0.68870876437111296,0.18243532715043644,0.09359130310744336,0.00083414424409669408
2010-04-01,0.079869116113510592,0.0066652554703669336,0.69260018273009504,0.056465899149313088,0.083429148713538208,0.00028489729482708956,0.062342274107074296,0.017006473294688604,0.694290940439242,0.18309946783169812,0.093586339886917984,0.00083428472519112784
2010-04-05,0.079779305310003008,0.0066643076362238248,0.69274251072583104,0.056524394443936,0.083424814694708976,0.00028486412652123956,0.061678952703797,0.016935324816710226,0.692973903814426,0.18417661704837144,0.093583881788824368,0.00083436846168854448
2010-04-06,0.0796122885763236,0.0066665793951112464,0.69295400921183104,0.056653375634745168,0.083419896443637808,0.00028484047385917868,0.061018196953538304,0.016884533472563944,0.691467387689328,0.18539950853071356,0.093581102696348608,0.00083447445764763664
2010-04-07,0.079686490014370704,0.0066586627523744696,0.69289212276925104,0.056550407499544656,0.08341626551063312,0.00028479752455127296,0.0616736968555544,0.01679879897731152,0.687069256616758,0.18252438671606364,0.09358616542306432,0.00083429356283032464
2010-04-08,0.079634563210049904,0.0066551293236745216,0.69296552813639504,0.056565556934913152,0.083412293907447472,0.0002847591516943962,0.061346035697008096,0.016794808150655906,0.688506017424922,0.1834813663165168,0.093589135453655552,0.00083418668507202048
2010-04-09,0.079533332774854592,0.0066529885579009688,0.69309456935259392,0.056622763698901568,0.08340768546163408,0.00028473040224310564,0.0607942577494848,0.016793150159164892,0.690871385090756,0.18524652357263808,0.093587664424189552,0.00083424153545152064
2010-04-12,0.0793667838618296,0.0066545953803102688,0.693279155328118,0.056749295679463424,0.083402551588150672,0.00028471066830352772,0.059999673377492,0.01681791659054261,0.693071323372616,0.18785856556726236,0.0935830235596544,0.00083442463417562528
2010-04-13,0.0795449437065736,0.006644944219906064,0.69311309656922104,0.056559637352964608,0.08339856676220088,0.00028467255476279604,0.060914893181971496,0.016718510243289502,0.68886405503126104,0.18406775254535608,0.09358887699149984,0.0008341981653624424
2010-04-14,0.0794066362528988,0.0066459088545947136,0.69329329428242,0.056662171811063808,0.083394273678975104,0.00028463895151210372,0.060157187967869,0.016695857561365258,0.69406128554884504,0.18631970935444212,0.09358636941381936,0.00083428682366794304
2010-04-15,0.0794463480545268,0.0066385446674211968,0.693262913909522,0.056585955691000192,0.08339075171531344,0.00028459478778240852,0.0602898582679718,0.016642387035408942,0.693544489231084,0.1856963427235196,0.093585499109574096,0.00083431494951801696
2010-04-16,0.0799708468432748,0.006661810924124964,0.692545681471794,0.056359770596021096,0.083389110875117568,0.00028453358715604248,0.061935992080504704,0.016740509941759762,0.68836761091492608,0.18068260158184624,0.093599445831217616,0.00083397806206900176
2010-04-19,0.079970616280955296,0.0066617020845359264,0.69265012880944496,0.056361517441353696,0.083392139376887088,0.00028448380533204696,0.061838829177176504,0.016762669712404408,0.68823900369870096,0.18099798769673744,0.093637675971167024,0.0008334217936673416
2010-04-20,0.079886298887763712,0.0066636978536440808,0.69284359313049904,0.056429232766398728,0.0833929071000032,0.0002844189658722204,0.061472217978982504,0.01684219910797254,0.68940619233483104,0.1824860573037372,0.093667905537406752,0.00083272043418976224
2010-04-21,0.0799437494112008,0.0066618038898504608,0.69278757884956496,0.056380803856625784,0.083396165102922064,0.0002843717843533876,0.0619948081591628,0.016753033009611896,0.698647586379282,0.18175113150625844,0.093696350301760704,0.00083242064645436736
2010-04-22,0.079961337713280208,0.0066604214222283368,0.69279017188337696,0.056362240181411544,0.083398981968207072,0.0002843199193873778,0.0616477502081388,0.016672822912195528,0.69598673295007296,0.18184790546976964,0.093723669127898896,0.00083212409673516592
2010-04-23,0.079977562681718496,0.0066597401649197928,0.692785323586766,0.056350250110381576,0.083401018346099152,0.00028426142157989372,0.061656732707684,0.016594620150691068,0.691655281249032,0.18104582316479568,0.093752452271967056,0.00083170727635928752
2010-04-26,0.0800142390222928,0.0066591617627705424,0.69267178757712696,0.056321278035625384,0.083403114115930544,0.000284203385789187,0.0618330494361764,0.016586491136246454,0.68895364296167808,0.18014862997354192,0.093784623652893632,0.000831275431120376
2010-04-27,0.079944395133751296,0.006659265922229032,0.69217631117742896,0.056352759879536912,0.083410447268798608,0.00028423226413352764,0.0617210066788254,0.016549168008310532,0.68085429232527592,0.17948970084796506,0.093853319016734256,0.00083163525493368304
2010-04-28,0.079983811358478,0.0066586299627463656,0.69222370361664696,0.056321968578455192,0.08342468440384912,0.00028452296460121048,0.061745163731743104,0.016565708039747458,0.68289557343962904,0.1794097318015369,0.09394882431190168,0.00083370591016580512
2010-04-29,0.080051931438445904,0.0066591536540114776,0.69235657204109704,0.056282141492379168,0.083433804390722272,0.000284603347027877,0.0620104284456824,0.0166004205298679,0.68463672595976,0.17894591287603276,0.094018981622720816,0.00083407850752734528
2010-04-30,0.079994385690786496,0.0066584044715498272,0.69212952722210496,0.056308076063977808,0.08344768414491696,0.00028487589194887704,0.061777878537391904,0.016611748913674476,0.68079573491592208,0.17936380072143838,0.09412143610476528,0.00083627630134496176
2010-05-03,0.080039191402743904,0.006658237843052536,0.69219515546798504,0.056277329793044088,0.083461089672925184,0.00028512537596623592,0.061751157652578904,0.016614862442495846,0.68474918789860896,0.1796577643419306,0.094213631529623424,0.00083818405208168512
2010-05-04,0.079960375728247008,0.0066569386603747368,0.692024366774024,0.05631446712714892,0.083477701450131152,0.00028554311784825168,0.061464658026224504,0.016586480748471172,0.67940055399073592,0.17975120084842092,0.09433091767503144,0.00084187600000321312
2010-05-05,0.079919427281134096,0.006655669649239824,0.691971342872602,0.056328222602226936,0.083496517842767264,0.00028609660664416556,0.061132567000504296,0.016585123951743496,0.685609064097242,0.18098648286236944,0.0944520461756632,0.0008469545211907464
2010-05-06,0.079748318699718288,0.0066552931581710528,0.691776739743136,0.056439365766348344,0.083522989407739456,0.00028725287504954096,0.0603126765478774,0.01658943356668367,0.68414514023146896,0.18347268998637784,0.094619042502609808,0.00085879612371570192
2010-05-07,0.0795937724120692,0.0066545281621276936,0.69164992439083496,0.05653560612009124,0.083562774657042368,0.00028992927599887616,0.059429504081728904,0.01654720090986237,0.67954981808946304,0.18526361551029836,0.094862689360239216,0.00088518006594063712
2010-05-10,0.079773769264895904,0.0066483994338410096,0.69177762633863704,0.05635778151941628,0.08358582758888432,0.0002907776183073872,0.060351045652251704,0.016475074816891596,0.68139592623986104,0.18173878349712084,0.095008796902072112,0.00089267858059902384
2010-05-11,0.079745730404110496,0.0066452401354339448,0.69175598758980904,0.05634491456641932,0.083607428954875952,0.0002915119628725744,0.0603875989943986,0.016400768667615882,0.67572025027237504,0.18023756385761268,0.095154997540323136,0.00089912525313203536
2010-05-12,0.0797861846253224,0.0066417815803285144,0.69179976879747496,0.05628251565364176,0.083623280604319904,0.00029187547547995052,0.060379878631430504,0.01638341750847478,0.68000809345278704,0.1800989464963726,0.095265565034464224,0.00090227366725813584
2010-05-13,0.0797239311562972,0.0066397660198701128,0.691730386965048,0.05630251830511232,0.083638501957720624,0.00029220487317816228,0.0601300686308158,0.016355167532291576,0.678032945853404,0.18010794985902696,0.095376537704581088,0.00090524437517257328
2010-05-14,0.079579025202469504,0.0066394593070423512,0.691568621422232,0.056400369953039736,0.083656813989590272,0.00029271085371270464,0.059424957146681704,0.016356964242880898,0.67771906822374096,0.18207181149183924,0.095507274088109728,0.00091023368574859008
2010-05-17,0.0795226799072296,0.0066352252670350056,0.6915201856651,0.056396097346616304,0.08367476467853112,0.000293193398977822,0.059325833132794096,0.016346021143150876,0.68166826678581704,0.18229994775838544,0.095627977435662704,0.00091482404470287632
2010-05-18,0.079390063775688896,0.0066334239126996816,0.69139862384276392,0.056470183507717464,0.083693202198263856,0.00029370510416621368,0.058562285590326,0.016292433200530836,0.67717576848337304,0.18352277802555044,0.0957570777035312,0.00091976290450658064
2010-05-19,0.079260547616171296,0.0066305251692127464,0.691287688601126,0.05653194384630712,0.083712072860197472,0.00029424316084527272,0.0580976290641054,0.016257520976555132,0.67699414442290296,0.1843268033012026,0.095887771734078736,0.0009250304899644384
2010-05-20,0.079027448594675008,0.0066353099045819184,0.69109746620176608,0.056746254820632216,0.083739495169367232,0.00029545072645260536,0.0569245763757034,0.016256790653482778,0.671357646048062,0.18782202425817044,0.096074587555527248,0.00093732749579330096
2010-05-21,0.078994306519609392,0.0066256965001467896,0.691071058350624,0.056676592083011184,0.083762855134135984,0.00029630493063111252,0.0570053839770892,0.01615040631642585,0.673054895176274,0.18596446662728812,0.096231445743193728,0.000945092232264304
2010-05-24,0.078907862712739408,0.0066184052405766616,0.69100302325864304,0.056665709170587632,0.083781988293893728,0.00029685393444988588,0.056843213218047296,0.016068045161232842,0.67282873034324896,0.18504296473250852,0.09636848359520584,0.00095016057138132624
2010-05-25,0.078895148900433696,0.0066078288706237752,0.69099148909110696,0.056568860894131456,0.083795855199111984,0.00029710936962091344,0.056941399121604296,0.01598547147234584,0.67456171119990704,0.18337635274704372,0.09647319042593752,0.0009525429566918368
2010-05-26,0.0787750085755868,0.0066025022030237008,0.69088506245665704,0.056600023864182344,0.08380827441835776,0.00029730049122473212,0.056523385242931696,0.015947561996987738,0.67455946503083696,0.18379232440039424,0.096568183189631936,0.0009545041745810024
2010-05-27,0.078945526766210896,0.006591302809922036,0.69103641317859696,0.05636538781009268,0.083815345318980352,0.00029731616899635308,0.057369999325828504,0.015894280718177716,0.67823136993631192,0.18045174578852408,0.096624025075324208,0.0009549341913833864
2010-05-28,0.078802786159059008,0.00659012007965196,0.69087669150824808,0.056454016072223304,0.083823761660328384,0.0002973668926511448,0.057308409425764304,0.015900291958238912,0.67879807260528504,0.18087957636308784,0.0966764834817512,0.00095601751591575808
2010-06-01,0.078624761789341808,0.0065908951258477224,0.69069530072930096,0.056589758448624152,0.083834264914314496,0.00029748396992883168,0.056203066256116904,0.01582238377837876,0.67433781077775904,0.1830756072203116,0.096739949644025344,0.00095779357121569472
2010-06-02,0.078804821431558304,0.0065810448383461072,0.690859289437274,0.056363307132985296,0.083840861840727136,0.00029748871290075688,0.056910904235492104,0.015786331829103314,0.676925269245772,0.18018086813843404,0.09678175315668728,0.00095827798027479104
2010-06-03,0.078782234705696304,0.0065746645732637744,0.690836060117178,0.056309363827030672,0.083846634123593536,0.00029747632529628284,0.057357851646802704,0.015774183369690984,0.67930858217715392,0.1788678162506161,0.096815909524093216,0.00095869289535298688
